"lakename","lakeid","year4","daynum","sampledate","division","genus","species","description","concentration","gal_dimension","mean_individ_vol","mean_individ_biovol","total_vol","total_biovol" 
"Paul Lake","L",1992,142,1992-05-21,"Cryptophyta","Cryptomonas","ovata",NA,13.112,35.2,3691.71,3691.71,0.048,0.048
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Dinobryon","bavaricum",NA,2.185,211.2,5814,483,0.013,0.001
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Dinobryon","bavaricum",NA,13.112,66,1938,161,0.025,0.002
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Dinobryon","divergens",NA,4.371,127.6,2566,412,0.011,0.002
"Paul Lake","L",1992,142,1992-05-21,"Chlorophyta","Elakatothrix","gelatinosa",NA,30.595,22,147.026,48.4,0.004,0.001
"Paul Lake","L",1992,142,1992-05-21,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",8.742,6.6,53.46,53.46,0,0
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Kephyrion",NA,"sp. 1",468.782,6.6,150.36,150.36,0.07,0.07
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Mallomonaas","akrokomos",NA,2.185,33,1693.305,1693.305,0.004,0.004
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Mallomonas",NA,"sp. 3",2.185,38.5,4530.488,4530.488,0.01,0.01
"Paul Lake","L",1992,142,1992-05-21,"Cyanophyta","Merismopedia","tenuissima",NA,2.185,13.2,522.72,113.28,0.001,0
"Paul Lake","L",1992,142,1992-05-21,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",3750.253,2.2,5.575,5.575,0.021,0.021
"Paul Lake","L",1992,142,1992-05-21,"Chlorophyta","Monomastix","astigmata",NA,52.087,4.4,8.283,8.283,0,0
"Paul Lake","L",1992,142,1992-05-21,"Bacillariophyta","Nitzschia","acicularis",NA,21.854,64.9,318.416,318.416,0.007,0.007
"Paul Lake","L",1992,142,1992-05-21,"Bacillariophyta","Nitzschia","perminuta",NA,17.483,39.6,194.288,194.288,0.003,0.003
"Paul Lake","L",1992,142,1992-05-21,"Chlorophyta",NA,NA,"non-motile chorococcales",2.185,11,696.91,696.91,0.002,0.002
"Paul Lake","L",1992,142,1992-05-21,"Chlorophyta",NA,NA,"non-motile chorococcales",208.347,2.2,5.575,5.575,0.001,0.001
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta",NA,NA,"Non-motile chrysophytes",104.174,4.4,44.602,44.602,0.005,0.005
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Ochromonas",NA,NA,156.261,3.3,18.817,18.817,0.003,0.003
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Ochromonas",NA,NA,468.782,4.4,44.602,44.602,0.021,0.021
"Paul Lake","L",1992,142,1992-05-21,"Chlorophyta","Oocystis",NA,"sp. 1",4.371,9.9,154.9,184,0.001,0.001
"Paul Lake","L",1992,142,1992-05-21,"Cyanophyta","Oscillatoria","limnetica",NA,2.185,26.4,315.216,315.216,0.001,0.001
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Synura","uvella/sphagnicola","(colonial)",2.185,33,920,920,0.002,0.002
"Paul Lake","L",1992,142,1992-05-21,"Chrysophyta","Synura","uvella/sphagnicola",NA,17.483,13.2,230,230,0.004,0.004
"Paul Lake","L",1992,142,1992-05-21,"Chlorophyta","Tetracystis",NA,NA,4.371,22,1392.226,1392.226,0.006,0.006
"East Long Lake","E",1992,146,1992-05-25,"Chlorophyta","Ankistrodesmus","falcatus","v.mirabilis",6.556,88,431.75,431.75,0.003,0.003
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta",NA,NA,"Chrysophyte cyst",104.174,1.4,1.435,1.435,0,0
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Chrysosphaerella","longispina","(colonial)",2.185,44,717.6,717.6,0.002,0.002
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Chrysosphaerella",NA,NA,208.347,4.4,179.4,179.4,0.037,0.037
"East Long Lake","E",1992,146,1992-05-25,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",43.708,12.1,172.27,172.27,0.008,0.008
"East Long Lake","E",1992,146,1992-05-25,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",30.595,17.6,461.464,461.464,0.014,0.014
"East Long Lake","E",1992,146,1992-05-25,"Cryptophyta","Cryptomonas","ovata",NA,104.898,26.8,1629.31,1629.31,0.171,0.171
"East Long Lake","E",1992,146,1992-05-25,"Bacillariophyta","Cymbella",NA,NA,2.185,22,29.293,29.293,0,0
"East Long Lake","E",1992,146,1992-05-25,"Chlorophyta","Dictyosphaerium","pulchellum",NA,2.185,13.2,1202.883,716,0.003,0.002
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Dinobryon","cylindricum",NA,15.298,11,696.113,696.113,0.011,0.011
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Dinobryon",NA,"sp. 4",2.185,15.4,641,89.6,0.001,0
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Dinobryon",NA,"sp. 6",2.185,35.2,641,89.6,0.001,0
"East Long Lake","E",1992,146,1992-05-25,"Pyrrhophyta","Glenodinium","quadridens",NA,10.927,26.4,7602.222,7602.222,0.083,0.083
"East Long Lake","E",1992,146,1992-05-25,"Pyrrhophyta","Gymnodinium",NA,NA,4.371,30.8,5433.271,5433.271,0.024,0.024
"East Long Lake","E",1992,146,1992-05-25,"Pyrrhophyta","Gymnodinium",NA,"sp. 2",4.371,13.2,427.692,427.692,0.002,0.002
"East Long Lake","E",1992,146,1992-05-25,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",312.521,6.6,53.461,53.461,0.017,0.017
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Kephyrion",NA,"sp. 1",364.608,6.6,150.36,150.36,0.055,0.055
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Kephyrion",NA,"sp. 5",2.185,13.2,1202.883,1202.883,0.003,0.003
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Kephyrion",NA,"sp. 6",52.087,6.6,150.36,150.36,0.008,0.008
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Mallomonaas","caudata",NA,4.371,44,9204.8,9204.8,0.04,0.04
"East Long Lake","E",1992,146,1992-05-25,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",6667.116,2.2,5.575,5.575,0.037,0.037
"East Long Lake","E",1992,146,1992-05-25,"Chlorophyta","Monomastix","astigmata",NA,52.087,5.5,16.179,16.179,0.001,0.001
"East Long Lake","E",1992,146,1992-05-25,"Cyanophyta",NA,NA,"non-motile blue-greens",364.608,3.3,18.817,18.817,0.007,0.007
"East Long Lake","E",1992,146,1992-05-25,"Chlorophyta",NA,NA,"non-motile chorococcales",416.695,3.3,18.817,18.817,0.008,0.008
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Ochromonas",NA,NA,208.347,4.4,44.602,44.602,0.009,0.009
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Ochromonas",NA,NA,104.174,4.4,44.602,44.602,0.005,0.005
"East Long Lake","E",1992,146,1992-05-25,"Pyrrhophyta","Peridinium","umbonatum",NA,113.64,16.1,1580,1580,0.18,0.18
"East Long Lake","E",1992,146,1992-05-25,"Chlorophyta","Selenastrum","minutum",NA,52.087,6.6,27,27,0.001,0.001
"East Long Lake","E",1992,146,1992-05-25,"Bacillariophyta","Tabellaria","fenestrata",NA,4.371,134.2,7796.25,7796.25,0.034,0.034
"East Long Lake","E",1992,146,1992-05-25,"Chrysophyta","Uroglena",NA,"single",7240.072,4.4,65.4,65.4,0.474,0.474
"West Long Lake","W",1992,147,1992-05-26,"Chlorophyta","Ankistrodesmus","falcatus","v.mirabilis",4.371,99,485.719,485.719,0.002,0.002
"West Long Lake","W",1992,147,1992-05-26,"Chlorophyta",NA,NA,"chlorophyte cyst",2.185,13.2,1202.883,1202.883,0.003,0.003
"West Long Lake","W",1992,147,1992-05-26,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",15.298,13.2,223.654,223.654,0.003,0.003
"West Long Lake","W",1992,147,1992-05-26,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",50.264,17.6,461.464,461.464,0.023,0.023
"West Long Lake","W",1992,147,1992-05-26,"Cryptophyta","Cryptomonas","ovata",NA,13.112,22,901.296,901.296,0.012,0.012
"West Long Lake","W",1992,147,1992-05-26,"Chrysophyta","Diceras",NA,NA,2.185,55,153,153,0,0
"West Long Lake","W",1992,147,1992-05-26,"Chrysophyta","Dinobryon","bavaricum",NA,2.185,231,5814,483,0.013,0.001
"West Long Lake","W",1992,147,1992-05-26,"Chrysophyta","Dinobryon",NA,"sp. 3",2.185,22.5,641,89.6,0.001,0
"West Long Lake","W",1992,147,1992-05-26,"Pyrrhophyta","Glenodinium","quadridens",NA,2.185,33,14848.09,14848.09,0.032,0.032
"West Long Lake","W",1992,147,1992-05-26,"Pyrrhophyta","Gymnodinium",NA,NA,39.337,27.3,3783.529,3783.529,0.149,0.149
"West Long Lake","W",1992,147,1992-05-26,"Pyrrhophyta","Gymnodinium",NA,"sp. 2",2.185,15.4,679.159,679.159,0.001,0.001
"West Long Lake","W",1992,147,1992-05-26,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",104.174,6.6,53.461,53.461,0.006,0.006
"West Long Lake","W",1992,147,1992-05-26,"Chrysophyta","Kephyrion",NA,"sp. 1",52.087,6.6,150.36,150.36,0.008,0.008
"West Long Lake","W",1992,147,1992-05-26,"Chlorophyta","Lobomonas",NA,NA,364.608,6.6,150.36,150.36,0.055,0.055
"West Long Lake","W",1992,147,1992-05-26,"Chrysophyta","Mallomonas",NA,"sp. 3",4.371,33,3883.275,3883.275,0.017,0.017
"West Long Lake","W",1992,147,1992-05-26,"Cyanophyta","Merismopedia","tenuissima",NA,4.371,15.4,508.2,95.58,0.002,0
"West Long Lake","W",1992,147,1992-05-26,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",3489.819,2.2,5.575,5.575,0.019,0.019
"West Long Lake","W",1992,147,1992-05-26,"Chlorophyta","Monomastix","astigmata",NA,104.174,4.4,8.283,8.283,0.001,0.001
"West Long Lake","W",1992,147,1992-05-26,"Cyanophyta",NA,NA,"non-motile blue-greens",52.087,2.2,5.575,5.575,0,0
"West Long Lake","W",1992,147,1992-05-26,"Chlorophyta",NA,NA,"non-motile chorococcales",104.174,3.3,18.817,18.817,0.002,0.002
"West Long Lake","W",1992,147,1992-05-26,"Chrysophyta","Ochromonas",NA,NA,885.476,3.3,18.817,18.817,0.017,0.017
"West Long Lake","W",1992,147,1992-05-26,"Cyanophyta","Oscillatoria","limnetica",NA,2.185,33,394.02,394.02,0.001,0.001
"West Long Lake","W",1992,147,1992-05-26,"Pyrrhophyta","Peridinium","umbonatum",NA,32.781,14.1,1580,1580,0.052,0.052
"West Long Lake","W",1992,147,1992-05-26,"Chrysophyta","Synura","uvella/sphagnicola","(colonial)",10.927,44.9,966,966,0.011,0.011
"West Long Lake","W",1992,147,1992-05-26,"Chrysophyta","Synura","uvella/sphagnicola",NA,236.021,12.5,230,230,0.054,0.054
"West Long Lake","W",1992,147,1992-05-26,"Bacillariophyta","Tabellaria","fenestrata",NA,2.185,33,3465,3465,0.008,0.008
"Peter Lake","R",1992,148,1992-05-27,"Chlorophyta","Ankistrodesmus","falcatus","v.mirabilis",13.112,127.6,626.038,626.038,0.008,0.008
"Peter Lake","R",1992,148,1992-05-27,"Chlorophyta","Botryococcus","braunii",NA,2.622,13.2,2030.952,2030.952,0.005,0.005
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Chrysolykos",NA,NA,104.174,13.2,641,89.6,0.067,0.009
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta",NA,NA,"Chrysophyte cyst",52.087,8.8,356.41,356.41,0.019,0.019
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Chrysosphaerella","longispina","(colonial)",2.622,44,538.2,538.2,0.001,0.001
"Peter Lake","R",1992,148,1992-05-27,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",13.112,19.8,657.045,657.045,0.009,0.009
"Peter Lake","R",1992,148,1992-05-27,"Cryptophyta","Cryptomonas","ovata",NA,5.245,26.4,1557.44,1557.44,0.008,0.008
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Dinobryon","bavaricum",NA,31.469,396,29263.8,2431.1,0.921,0.077
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Dinobryon","divergens",NA,39.337,165,36888,6960,1.451,0.274
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Dinobryon","divergens",NA,2.622,26.4,1060,200,0.003,0.001
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Dinobryon","divergens",NA,2.622,74.8,2566,412,0.007,0.001
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Dinobryon",NA,"sp. 4",2.622,26.4,641,89.6,0.002,0
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Dinobryon",NA,"sp. 6",15.735,26.4,641,89.6,0.01,0.001
"Peter Lake","R",1992,148,1992-05-27,"Pyrrhophyta",NA,NA,"Dinoflagellate cyst",2.622,33,18795.05,18795.05,0.049,0.049
"Peter Lake","R",1992,148,1992-05-27,"Pyrrhophyta","Gymnodinium",NA,NA,39.337,26.4,3421.535,3421.535,0.135,0.135
"Peter Lake","R",1992,148,1992-05-27,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",55.072,6.6,53.461,53.461,0.003,0.003
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Mallomonas",NA,"sp. 3",39.337,22,1150.6,1150.6,0.045,0.045
"Peter Lake","R",1992,148,1992-05-27,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",2135.561,2.2,5.575,5.575,0.012,0.012
"Peter Lake","R",1992,148,1992-05-27,"Chlorophyta","Monomastix","astigmata",NA,52.087,8.8,66.268,66.268,0.003,0.003
"Peter Lake","R",1992,148,1992-05-27,"Chlorophyta",NA,NA,"non-motile chorococcales",156.261,2.2,5.575,5.575,0.001,0.001
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Ochromonas",NA,NA,312.521,4.4,44.602,44.602,0.014,0.014
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Ochromonas",NA,NA,104.174,4.4,44.602,44.602,0.005,0.005
"Peter Lake","R",1992,148,1992-05-27,"Pyrrhophyta","Peridinium","umbonatum",NA,230.776,14.74,1580,1580,0.365,0.365
"Peter Lake","R",1992,148,1992-05-27,"Chlorophyta","Sphaerocystis","schroeteri",NA,2.622,22,5568.904,600,0.015,0.002
"Peter Lake","R",1992,148,1992-05-27,"Chlorophyta","Teilingia","granulata",NA,2.622,8.8,717.6,717.6,0.002,0.002
"Peter Lake","R",1992,148,1992-05-27,"Chlorophyta","Ulothrix",NA,NA,7.867,33,125.38,125.38,0.001,0.001
"Peter Lake","R",1992,148,1992-05-27,"Chrysophyta","Uroglena",NA,"single",468.782,4.4,65.4,65.4,0.031,0.031
"Paul Lake","L",1992,149,1992-05-28,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",21.854,12.1,172.27,172.27,0.004,0.004
"Paul Lake","L",1992,149,1992-05-28,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",8.742,19.8,657.045,657.045,0.006,0.006
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Diceras",NA,NA,4.371,66,153,153,0.001,0.001
"Paul Lake","L",1992,149,1992-05-28,"Chlorophyta","Dictyosphaerium","pulchellum",NA,2.185,33,18795.05,2148,0.041,0.005
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Dinobryon","bavaricum",NA,2.185,44,1938,161,0.004,0
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Dinobryon","cylindricum",NA,2.185,11,696.113,696.113,0.002,0.002
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Dinobryon","divergens",NA,2.185,231,15396,2472,0.034,0.005
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Dinobryon",NA,"sp. 4",2.185,22,641,89.6,0.001,0
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Dinobryon",NA,"sp. 6",2.185,27.5,641,89.6,0.001,0
"Paul Lake","L",1992,149,1992-05-28,"Chlorophyta","Elakatothrix","gelatinosa",NA,10.927,22,147.026,48.4,0.002,0.001
"Paul Lake","L",1992,149,1992-05-28,"Chlorophyta","Eurastrum","abruptum",NA,2.185,22,2139.98,2139.98,0.005,0.005
"Paul Lake","L",1992,149,1992-05-28,"Bacillariophyta","Fragilaria",NA,NA,2.185,22,102.52,102.52,0,0
"Paul Lake","L",1992,149,1992-05-28,"Chlorophyta","Gloeocystis",NA,NA,2.185,88,356409.9,1424,0.779,0.003
"Paul Lake","L",1992,149,1992-05-28,"Pyrrhophyta","Gymnodinium",NA,NA,2.185,22,1980.055,1980.055,0.004,0.004
"Paul Lake","L",1992,149,1992-05-28,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",2.185,6.6,53.461,53.461,0,0
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Kephyrion",NA,"sp. 1",156.261,6.6,150.36,150.36,0.023,0.023
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Mallomonaas","caudata",NA,19.668,52.8,11045.76,11045.76,0.217,0.217
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Mallomonas",NA,"sp. 3",37.151,31.68,3727.944,3727.944,0.138,0.138
"Paul Lake","L",1992,149,1992-05-28,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",6458.769,2.2,5.575,5.575,0.036,0.036
"Paul Lake","L",1992,149,1992-05-28,"Chlorophyta","Monomastix","astigmata",NA,52.087,6.6,27.957,27.957,0.001,0.001
"Paul Lake","L",1992,149,1992-05-28,"Bacillariophyta","Nitzschia","acicularis",NA,37.151,63.8,313.019,313.019,0.012,0.012
"Paul Lake","L",1992,149,1992-05-28,"Chlorophyta",NA,NA,"non-motile chorococcales",156.261,2.2,5.575,5.575,0.001,0.001
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Ochromonas",NA,NA,104.174,2.2,5.575,5.575,0.001,0.001
"Paul Lake","L",1992,149,1992-05-28,"Chlorophyta","Oocystis",NA,"sp. 1",15.298,17.16,806.671,258.216,0.012,0.004
"Paul Lake","L",1992,149,1992-05-28,"Chlorophyta","Schroederia","setigra",NA,2.185,44,138.16,138.16,0,0
"Paul Lake","L",1992,149,1992-05-28,"Chlorophyta","Sphaerocystis","schroeteri",NA,2.185,22,5568.904,356.8,0.012,0.001
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Synura","uvella/sphagnicola","(colonial)",10.927,57.2,5290,5290,0.058,0.058
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Synura","uvella/sphagnicola",NA,15.298,13.2,230,230,0.004,0.004
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Synura","uvella/sphagnicola",NA,52.087,12.5,230,230,0.012,0.012
"Paul Lake","L",1992,149,1992-05-28,"Chrysophyta","Uroglena",NA,"colonial",2.185,33,261.6,261.6,0.001,0.001
"East Long Lake","E",1992,153,1992-06-01,"Chlorophyta","Ankistrodesmus","falcatus","v.mirabilis",2.185,77,377.781,377.781,0.001,0.001
"East Long Lake","E",1992,153,1992-06-01,"Chrysophyta","Chrysochromulina",NA,NA,52.087,6.6,641,65.4,0.033,0.003
"East Long Lake","E",1992,153,1992-06-01,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",34.966,13.2,223.654,223.654,0.008,0.008
"East Long Lake","E",1992,153,1992-06-01,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",98.342,18.3,518.744,518.744,0.051,0.051
"East Long Lake","E",1992,153,1992-06-01,"Cryptophyta","Cryptomonas","ovata",NA,89.601,23.7,1126.794,1126.794,0.101,0.101
"East Long Lake","E",1992,153,1992-06-01,"Miscellaneous","Gonyostomum",NA,NA,4.371,53.9,10441.87,10441.87,0.046,0.046
"East Long Lake","E",1992,153,1992-06-01,"Pyrrhophyta","Gymnodinium",NA,NA,10.927,22,1980.055,1980.055,0.022,0.022
"East Long Lake","E",1992,153,1992-06-01,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",208.347,6.6,53.461,53.461,0.011,0.011
"East Long Lake","E",1992,153,1992-06-01,"Chrysophyta","Kephyrion",NA,"sp. 1",52.087,6.6,150.36,150.36,0.008,0.008
"East Long Lake","E",1992,153,1992-06-01,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",3750.253,2.2,5.575,5.575,0.021,0.021
"East Long Lake","E",1992,153,1992-06-01,"Chlorophyta","Monomastix","astigmata",NA,156.261,6.6,27.957,27.957,0.004,0.004
"East Long Lake","E",1992,153,1992-06-01,"Cyanophyta",NA,NA,"non-motile blue-greens",260.434,4.4,44.602,44.602,0.012,0.012
"East Long Lake","E",1992,153,1992-06-01,"Chlorophyta",NA,NA,"non-motile chorococcales",208.347,3.3,18.817,18.817,0.004,0.004
"East Long Lake","E",1992,153,1992-06-01,"Chrysophyta",NA,NA,"Non-motile chrysophytes",260.434,4.4,44.602,44.602,0.012,0.012
"East Long Lake","E",1992,153,1992-06-01,"Chrysophyta","Ochromonas",NA,NA,364.608,4.4,44.602,44.602,0.016,0.016
"East Long Lake","E",1992,153,1992-06-01,"Chrysophyta","Ochromonas",NA,NA,416.695,4.4,44.602,44.602,0.019,0.019
"East Long Lake","E",1992,153,1992-06-01,"Pyrrhophyta","Peridinium","umbonatum",NA,305.953,17.1,1580,1580,0.483,0.483
"East Long Lake","E",1992,153,1992-06-01,"Chrysophyta","Uroglena",NA,"single",312.521,4.4,65.4,65.4,0.02,0.02
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Chloroocloster",NA,NA,2.185,17.6,198,198,0,0
"West Long Lake","W",1992,154,1992-06-02,"Chlorophyta",NA,NA,"chlorophyte cyst",2.185,13.2,1202.883,1202.883,0.003,0.003
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Chrysochromulina",NA,NA,52.087,6.6,641,65.4,0.033,0.003
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Chrysosphaerella","longispina","(colonial)",2.185,66,358.8,358.8,0.001,0.001
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Chrysosphaerella",NA,NA,4.371,4.4,179.4,179.4,0.001,0.001
"West Long Lake","W",1992,154,1992-06-02,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",15.298,13.2,223.654,223.654,0.003,0.003
"West Long Lake","W",1992,154,1992-06-02,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",54.635,17.6,461.464,461.464,0.025,0.025
"West Long Lake","W",1992,154,1992-06-02,"Cryptophyta","Cryptomonas","ovata",NA,15.298,26.4,1557.44,1557.44,0.024,0.024
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Diceras",NA,NA,2.185,55,153,153,0,0
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Dinobryon","bavaricum",NA,2.185,66,3876,322,0.008,0.001
"West Long Lake","W",1992,154,1992-06-02,"Pyrrhophyta","Gymnodinium",NA,NA,6.556,24.2,2635.453,2635.453,0.017,0.017
"West Long Lake","W",1992,154,1992-06-02,"Pyrrhophyta","Gymnodinium",NA,"sp. 3",208.347,6.6,53.461,53.461,0.011,0.011
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Kephyrion",NA,"sp. 6",104.174,8.8,356.41,356.41,0.037,0.037
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Mallomonas",NA,"sp. 3",4.371,33,3883.275,3883.275,0.017,0.017
"West Long Lake","W",1992,154,1992-06-02,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",833.39,2.2,5.575,5.575,0.005,0.005
"West Long Lake","W",1992,154,1992-06-02,"Chlorophyta","Monomastix","astigmata",NA,520.868,5.5,16.179,16.179,0.008,0.008
"West Long Lake","W",1992,154,1992-06-02,"Cyanophyta","Nostoc",NA,"single trichomes",2.185,44,3528,3528,0.008,0.008
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Ochromonas",NA,NA,364.608,4.4,44.602,44.602,0.016,0.016
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Ochromonas",NA,NA,156.261,5.5,87.114,87.114,0.014,0.014
"West Long Lake","W",1992,154,1992-06-02,"Cyanophyta","Oscillatoria","limnetica",NA,4.371,71.5,853.71,853.71,0.004,0.004
"West Long Lake","W",1992,154,1992-06-02,"Bacillariophyta","Pinnularia",NA,NA,2.185,61.6,323.614,323.614,0.001,0.001
"West Long Lake","W",1992,154,1992-06-02,"Chlorophyta","Sphaerocystis","schroeteri",NA,2.185,66,150360.4,352,0.329,0.001
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Synura","uvella/sphagnicola","(colonial)",4.371,23.1,460,460,0.002,0.002
"West Long Lake","W",1992,154,1992-06-02,"Chrysophyta","Synura","uvella/sphagnicola",NA,37.151,12.5,230,230,0.009,0.009
"Peter Lake","R",1992,155,1992-06-03,"Chrysophyta","Chrysolykos",NA,NA,260.434,13.2,641,89.6,0.167,0.023
"Peter Lake","R",1992,155,1992-06-03,"Chrysophyta","Chrysosphaerella","longispina","(colonial)",20.98,66,3588,3588,0.075,0.075
"Peter Lake","R",1992,155,1992-06-03,"Chrysophyta","Chrysosphaerella",NA,NA,44.582,4.4,179.4,179.4,0.008,0.008
"Peter Lake","R",1992,155,1992-06-03,"Chlorophyta",NA,NA,"colonial chlorophyta",5.245,49.5,62158.29,1729.6,0.326,0.009
"Peter Lake","R",1992,155,1992-06-03,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",5.245,11,129.429,129.429,0.001,0.001
