block,plot,species,treatment,contacts,year
C,C8,Carex caryophyllea,wet,7,2001
C,C8,Carex flacca,wet,8,2001
C,C8,Carex panicea,wet,7,2001
C,C8,Carex pulicaris,wet,7,2001
C,C8,Danthonia decumbens,wet,2,2001
C,C8,Festuca ovina,wet,18,2001
C,C8,Galium sterneri,wet,1,2001
C,C8,Helictotrichon pratense,wet,7,2001
C,C8,Helictotrichon pubescens,wet,1,2001
C,C8,Hypericum pulchrum,wet,1,2001
C,C8,Linum catharticum,wet,1,2001
C,C8,Lotus corniculatus,wet,14,2001
C,C8,Plantago lanceolata,wet,7,2001
C,C8,Potentilla erecta,wet,21,2001
C,C8,Sanguisorba minor,wet,6,2001
C,C8,Scabiosa columbaria,wet,1,2001
C,C8,Viola riviniana,wet,3,2001
D,D1,Agrostis,warm,8,2001
D,D1,Anthoxanthum odoratum,warm,3,2001
D,D1,Briza media,warm,2,2001
D,D1,Campanula rotundifolia,warm,5,2001
D,D1,Carex caryophyllea,warm,13,2001
D,D1,Carex flacca,warm,21,2001
D,D1,Carex panicea,warm,4,2001
D,D1,Carex pulicaris,warm,2,2001
D,D1,Centaurea nigra,warm,1,2001
D,D1,Danthonia decumbens,warm,2,2001
D,D1,Festuca ovina,warm,21,2001
D,D1,Helictotrichon pratense,warm,1,2001
D,D1,Hypericum pulchrum,warm,1,2001
D,D1,Koeleria macrantha,warm,11,2001
D,D1,Lotus corniculatus,warm,3,2001
D,D1,Plantago lanceolata,warm,3,2001
D,D1,Sanguisorba minor,warm,25,2001
D,D1,Scabiosa columbaria,warm,6,2001
D,D1,Thymus polytrichus,warm,5,2001
D,D3,Agrostis,control,8,2001
D,D3,Anthoxanthum odoratum,control,5,2001
D,D3,Briza media,control,2,2001
D,D3,Campanula rotundifolia,control,5,2001
D,D3,Carex caryophyllea,control,16,2001
D,D3,Carex flacca,control,17,2001
D,D3,Carex panicea,control,7,2001
D,D3,Carex pulicaris,control,5,2001
D,D3,Centaurea nigra,control,10,2001
D,D3,Danthonia decumbens,control,6,2001
D,D3,Festuca ovina,control,16,2001
D,D3,Helictotrichon pratense,control,5,2001
D,D3,Hypericum pulchrum,control,2,2001
D,D3,Koeleria macrantha,control,4,2001
D,D3,Linum catharticum,control,1,2001
D,D3,Lotus corniculatus,control,6,2001
D,D3,Plantago lanceolata,control,3,2001
D,D3,Prunella vulgaris,control,3,2001
D,D3,Sanguisorba minor,control,6,2001
D,D3,Scabiosa columbaria,control,10,2001
D,D4,Agrostis,dry,6,2001
D,D4,Anthoxanthum odoratum,dry,3,2001
D,D4,Briza media,dry,2,2001
D,D4,Campanula rotundifolia,dry,2,2001
D,D4,Carex caryophyllea,dry,6,2001
D,D4,Carex flacca,dry,18,2001
D,D4,Carex panicea,dry,2,2001
D,D4,Centaurea nigra,dry,6,2001
D,D4,Festuca ovina,dry,90,2001
D,D4,Helictotrichon pratense,dry,5,2001
D,D4,Koeleria macrantha,dry,14,2001
D,D4,Linum catharticum,dry,7,2001
D,D4,Sanguisorba minor,dry,19,2001
D,D4,Scabiosa columbaria,dry,10,2001
D,D6,Agrostis,warm wet,4,2001
D,D6,Briza media,warm wet,2,2001
D,D6,Campanula rotundifolia,warm wet,1,2001
D,D6,Carex caryophyllea,warm wet,1,2001
D,D6,Carex flacca,warm wet,22,2001
D,D6,Carex panicea,warm wet,8,2001
D,D6,Carex pulicaris,warm wet,5,2001
D,D6,Festuca ovina,warm wet,41,2001
D,D6,Helictotrichon pratense,warm wet,17,2001
D,D6,Hypericum pulchrum,warm wet,2,2001
D,D6,Koeleria macrantha,warm wet,16,2001
D,D6,Linum catharticum,warm wet,2,2001
D,D6,Lotus corniculatus,warm wet,3,2001
D,D6,Plantago lanceolata,warm wet,3,2001
D,D6,Potentilla erecta,warm wet,2,2001
D,D6,Sanguisorba minor,warm wet,13,2001
D,D6,Scabiosa columbaria,warm wet,9,2001
D,D6,Viola riviniana,warm wet,1,2001
D,D7,Agrostis,wet,13,2001
D,D7,Anthoxanthum odoratum,wet,4,2001
D,D7,Briza media,wet,4,2001
D,D7,Campanula rotundifolia,wet,1,2001
D,D7,Carex caryophyllea,wet,13,2001
D,D7,Carex flacca,wet,12,2001
D,D7,Carex hostiana,wet,7,2001
D,D7,Carex panicea,wet,5,2001
D,D7,Carex pulicaris,wet,29,2001
D,D7,Festuca ovina,wet,41,2001
D,D7,Galium sterneri,wet,1,2001
D,D7,Helictotrichon pratense,wet,16,2001
D,D7,Koeleria macrantha,wet,6,2001
D,D7,Linum catharticum,wet,1,2001
D,D7,Lotus corniculatus,wet,16,2001
D,D7,Plantago lanceolata,wet,3,2001
D,D7,Polygala serpyllifolia,wet,3,2001
D,D7,Potentilla erecta,wet,12,2001
D,D7,Sanguisorba minor,wet,9,2001
D,D7,Scabiosa columbaria,wet,14,2001
D,D7,Viola riviniana,wet,5,2001
D,D9,Agrostis,warm dry,5,2001
D,D9,Anthoxanthum odoratum,warm dry,7,2001
D,D9,Campanula rotundifolia,warm dry,1,2001
D,D9,Carex caryophyllea,warm dry,16,2001
D,D9,Carex flacca,warm dry,22,2001
D,D9,Carex panicea,warm dry,1,2001
D,D9,Carex pulicaris,warm dry,6,2001
D,D9,Dactylis glomerata,warm dry,2,2001
D,D9,Danthonia decumbens,warm dry,1,2001
D,D9,Festuca ovina,warm dry,88,2001
D,D9,Helictotrichon pratense,warm dry,1,2001
D,D9,Hypericum pulchrum,warm dry,2,2001
D,D9,Koeleria macrantha,warm dry,3,2001
D,D9,Linum catharticum,warm dry,6,2001
D,D9,Lotus corniculatus,warm dry,3,2001
D,D9,Luzula campestris,warm dry,2,2001
D,D9,Polygala serpyllifolia,warm dry,4,2001
D,D9,Sanguisorba minor,warm dry,21,2001
D,D9,Scabiosa columbaria,warm dry,8,2001
E,E1,Agrostis,warm wet,5,2001
E,E1,Anthoxanthum odoratum,warm wet,3,2001
E,E1,Briza media,warm wet,1,2001
E,E1,Carex caryophyllea,warm wet,22,2001
E,E1,Carex flacca,warm wet,22,2001
E,E1,Carex panicea,warm wet,3,2001
E,E1,Carex pulicaris,warm wet,4,2001
E,E1,Danthonia decumbens,warm wet,3,2001
E,E1,Festuca ovina,warm wet,28,2001
E,E1,Helianthemum nummularium,warm wet,1,2001
E,E1,Helictotrichon pratense,warm wet,6,2001
E,E1,Hypericum pulchrum,warm wet,1,2001
E,E1,Koeleria macrantha,warm wet,8,2001
E,E1,Linum catharticum,warm wet,3,2001
E,E1,Lotus corniculatus,warm wet,7,2001
E,E1,Plantago lanceolata,warm wet,1,2001
E,E1,Potentilla erecta,warm wet,9,2001
E,E1,Sanguisorba minor,warm wet,1,2001
E,E1,Scabiosa columbaria,warm wet,2,2001
E,E1,Succisa pratensis,warm wet,6,2001
E,E1,Thymus polytrichus,warm wet,2,2001
E,E3,Agrostis,dry,5,2001
E,E3,Briza media,dry,3,2001
E,E3,Carex caryophyllea,dry,4,2001
E,E3,Carex flacca,dry,25,2001
E,E3,Carex panicea,dry,8,2001
E,E3,Centaurea nigra,dry,3,2001
E,E3,Danthonia decumbens,dry,3,2001
E,E3,Festuca ovina,dry,45,2001
E,E3,Helianthemum nummularium,dry,3,2001
E,E3,Koeleria macrantha,dry,14,2001
E,E3,Linum catharticum,dry,1,2001
E,E3,Lotus corniculatus,dry,1,2001
E,E3,Plantago lanceolata,dry,1,2001
E,E3,Potentilla erecta,dry,1,2001
E,E3,Sanguisorba minor,dry,16,2001
E,E3,Scabiosa columbaria,dry,3,2001
E,E3,Succisa pratensis,dry,1,2001
E,E3,Thymus polytrichus,dry,3,2001
E,E4,Agrostis,control,23,2001
E,E4,Anthoxanthum odoratum,control,4,2001
E,E4,Briza media,control,16,2001
E,E4,Campanula rotundifolia,control,3,2001
E,E4,Carex caryophyllea,control,6,2001
E,E4,Carex flacca,control,42,2001
E,E4,Carex panicea,control,11,2001
E,E4,Carex pulicaris,control,8,2001
E,E4,Centaurea nigra,control,2,2001
E,E4,Danthonia decumbens,control,1,2001
E,E4,Festuca ovina,control,24,2001
E,E4,Helictotrichon pratense,control,5,2001
E,E4,Hypericum pulchrum,control,1,2001
E,E4,Koeleria macrantha,control,3,2001
E,E4,Lathyrus linifolius,control,1,2001
E,E4,Lotus corniculatus,control,6,2001
E,E4,Plantago lanceolata,control,6,2001
E,E4,Potentilla erecta,control,22,2001
E,E4,Sanguisorba minor,control,14,2001
E,E4,Scabiosa columbaria,control,1,2001
E,E4,Viola riviniana,control,1,2001
E,E6,Agrostis,wet,20,2001
E,E6,Anthoxanthum odoratum,wet,10,2001
E,E6,Briza media,wet,3,2001
E,E6,Carex caryophyllea,wet,8,2001
E,E6,Carex flacca,wet,20,2001
E,E6,Carex hostiana,wet,10,2001
E,E6,Carex panicea,wet,10,2001
E,E6,Carex pulicaris,wet,5,2001
E,E6,Centaurea nigra,wet,14,2001
E,E6,Festuca ovina,wet,50,2001
E,E6,Festuca rubra,wet,2,2001
E,E6,Helictotrichon pratense,wet,6,2001
E,E6,Hypericum pulchrum,wet,1,2001
E,E6,Koeleria macrantha,wet,5,2001
E,E6,Linum catharticum,wet,1,2001
E,E6,Lotus corniculatus,wet,9,2001
E,E6,Plantago lanceolata,wet,1,2001
E,E6,Potentilla erecta,wet,8,2001
E,E6,Sanguisorba minor,wet,9,2001
E,E6,Succisa pratensis,wet,11,2001
E,E7,Agrostis,warm,11,2001
E,E7,Anthoxanthum odoratum,warm,7,2001
E,E7,Carex caryophyllea,warm,8,2001
E,E7,Carex flacca,warm,13,2001
E,E7,Carex hostiana,warm,1,2001
E,E7,Carex panicea,warm,9,2001
E,E7,Carex pulicaris,warm,7,2001
E,E7,Festuca ovina,warm,51,2001
E,E7,Festuca rubra,warm,1,2001
E,E7,Helictotrichon pratense,warm,10,2001
E,E7,Holcus lanatus,warm,2,2001
E,E7,Hypericum pulchrum,warm,1,2001
E,E7,Koeleria macrantha,warm,28,2001
E,E7,Lotus corniculatus,warm,26,2001
E,E7,Plantago lanceolata,warm,4,2001
E,E7,Potentilla erecta,warm,7,2001
E,E7,Sanguisorba minor,warm,13,2001
E,E7,Scabiosa columbaria,warm,2,2001
E,E7,Senecio jacobaea,warm,1,2001
E,E8,Agrostis,warm dry,3,2001
E,E8,Anthoxanthum odoratum,warm dry,3,2001
E,E8,Campanula rotundifolia,warm dry,1,2001
E,E8,Carex caryophyllea,warm dry,11,2001
E,E8,Carex flacca,warm dry,13,2001
E,E8,Carex panicea,warm dry,1,2001
E,E8,Carex pulicaris,warm dry,7,2001
E,E8,Festuca ovina,warm dry,67,2001
E,E8,Helictotrichon pratense,warm dry,8,2001
E,E8,Koeleria macrantha,warm dry,24,2001
E,E8,Linum catharticum,warm dry,3,2001
E,E8,Lotus corniculatus,warm dry,5,2001
E,E8,Luzula campestris,warm dry,2,2001
E,E8,Plantago lanceolata,warm dry,1,2001
E,E8,Potentilla erecta,warm dry,2,2001
E,E8,Sanguisorba minor,warm dry,13,2001
E,E8,Scabiosa columbaria,warm dry,2,2001
E,E8,Thymus polytrichus,warm dry,1,2001
A,A1,Agrostis,warm,30,2002
A,A1,Anthoxanthum odoratum,warm,3,2002
A,A1,Briza media,warm,2,2002
A,A1,Campanula rotundifolia,warm,2,2002
A,A1,Carex caryophyllea,warm,2,2002
A,A1,Carex flacca,warm,17,2002
A,A1,Carex panicea,warm,1,2002
A,A1,Carex pulicaris,warm,1,2002
A,A1,Centaurea nigra,warm,12,2002
A,A1,Danthonia decumbens,warm,3,2002
A,A1,Festuca ovina,warm,61,2002
A,A1,Galium verum,warm,1,2002
A,A1,Helianthemum nummularium,warm,4,2002
A,A1,Helictotrichon pratense,warm,5,2002
A,A1,Koeleria macrantha,warm,21,2002
A,A1,Lotus corniculatus,warm,14,2002
A,A1,Luzula campestris,warm,1,2002
A,A1,Scabiosa columbaria,warm,3,2002
A,A1,Senecio jacobaea,warm,3,2002
A,A1,Thymus polytrichus,warm,13,2002
A,A3,Agrostis,control,4,2002
A,A3,Anthoxanthum odoratum,control,5,2002
A,A3,Campanula rotundifolia,control,11,2002
A,A3,Carex caryophyllea,control,1,2002
A,A3,Carex flacca,control,35,2002
A,A3,Carex panicea,control,37,2002
A,A3,Carex pulicaris,control,2,2002
A,A3,Centaurea nigra,control,2,2002
A,A3,Danthonia decumbens,control,2,2002
A,A3,Festuca ovina,control,33,2002
A,A3,Festuca rubra,control,6,2002
A,A3,Helianthemum nummularium,control,3,2002
A,A3,Helictotrichon pratense,control,23,2002
A,A3,Helictotrichon pubescens,control,3,2002
A,A3,Hypericum pulchrum,control,8,2002
A,A3,Koeleria macrantha,control,4,2002
A,A3,Lotus corniculatus,control,27,2002
A,A3,Plantago lanceolata,control,2,2002
A,A3,Potentilla erecta,control,18,2002
A,A3,Scabiosa columbaria,control,15,2002
A,A6,Agrostis,dry,2,2002
A,A6,Anthoxanthum odoratum,dry,1,2002
A,A6,Briza media,dry,1,2002
A,A6,Campanula rotundifolia,dry,6,2002
A,A6,Carex flacca,dry,22,2002
A,A6,Carex panicea,dry,2,2002
A,A6,Carex pulicaris,dry,1,2002
A,A6,Centaurea nigra,dry,13,2002
A,A6,Festuca ovina,dry,32,2002
A,A6,Helianthemum nummularium,dry,10,2002
A,A6,Helictotrichon pratense,dry,5,2002
A,A6,Koeleria macrantha,dry,6,2002
A,A6,Linum catharticum,dry,1,2002
A,A6,Sanguisorba minor,dry,7,2002
A,A6,Scabiosa columbaria,dry,5,2002
A,A6,Thymus polytrichus,dry,13,2002
A,A6,Viola riviniana,dry,1,2002
A,A7,Agrostis,warm wet,13,2002
A,A7,Anthoxanthum odoratum,warm wet,6,2002
A,A7,Campanula rotundifolia,warm wet,3,2002
A,A7,Carex caryophyllea,warm wet,2,2002
A,A7,Carex flacca,warm wet,21,2002
A,A7,Carex panicea,warm wet,14,2002
A,A7,Cirsium palustre,warm wet,2,2002
A,A7,Danthonia decumbens,warm wet,1,2002
A,A7,Festuca ovina,warm wet,77,2002
A,A7,Festuca rubra,warm wet,3,2002
A,A7,Helictotrichon pratense,warm wet,20,2002
A,A7,Hypericum pulchrum,warm wet,1,2002
A,A7,Hypochaeris radicata,warm wet,4,2002
A,A7,Koeleria macrantha,warm wet,14,2002
A,A7,Lotus corniculatus,warm wet,15,2002
A,A7,Plantago lanceolata,warm wet,11,2002
A,A7,Potentilla erecta,warm wet,3,2002
A,A7,Sanguisorba minor,warm wet,6,2002
A,A7,Scabiosa columbaria,warm wet,3,2002
A,A7,Thymus polytrichus,warm wet,1,2002
A,A8,Agrostis,warm dry,9,2002
A,A8,Anthoxanthum odoratum,warm dry,1,2002
A,A8,Campanula rotundifolia,warm dry,3,2002
A,A8,Carex caryophyllea,warm dry,2,2002
A,A8,Carex flacca,warm dry,5,2002
A,A8,Festuca ovina,warm dry,93,2002
A,A8,Helianthemum nummularium,warm dry,1,2002
A,A8,Helictotrichon pratense,warm dry,1,2002
A,A8,Holcus lanatus,warm dry,1,2002
A,A8,Hypericum pulchrum,warm dry,1,2002
A,A8,Koeleria macrantha,warm dry,11,2002
A,A8,Plantago lanceolata,warm dry,1,2002
A,A8,Sanguisorba minor,warm dry,6,2002
A,A8,Scabiosa columbaria,warm dry,4,2002
A,A8,Thymus polytrichus,warm dry,6,2002
A,A9,Agrostis,wet,3,2002
A,A9,Anthoxanthum odoratum,wet,2,2002
A,A9,Briza media,wet,3,2002
A,A9,Campanula rotundifolia,wet,3,2002
A,A9,Carex caryophyllea,wet,4,2002
A,A9,Carex flacca,wet,41,2002
A,A9,Carex panicea,wet,18,2002
A,A9,Carex pulicaris,wet,16,2002
A,A9,Centaurea nigra,wet,3,2002
A,A9,Danthonia decumbens,wet,5,2002
A,A9,Festuca ovina,wet,40,2002
A,A9,Helianthemum nummularium,wet,20,2002
A,A9,Helictotrichon pratense,wet,5,2002
A,A9,Koeleria macrantha,wet,2,2002
A,A9,Linum catharticum,wet,3,2002
A,A9,Lotus corniculatus,wet,29,2002
A,A9,Plantago lanceolata,wet,2,2002
A,A9,Potentilla erecta,wet,10,2002
A,A9,Sanguisorba minor,wet,3,2002
A,A9,Scabiosa columbaria,wet,9,2002
B,B1,Agrostis,wet,20,2002
B,B1,Anthoxanthum odoratum,wet,15,2002
B,B1,Briza media,wet,1,2002
B,B1,Campanula rotundifolia,wet,9,2002
B,B1,Carex caryophyllea,wet,16,2002
B,B1,Carex flacca,wet,27,2002
B,B1,Carex panicea,wet,16,2002
B,B1,Deschampsia cespitosa,wet,5,2002
B,B1,Festuca ovina,wet,19,2002
B,B1,Festuca rubra,wet,1,2002
B,B1,Galium sterneri,wet,1,2002
B,B1,Helianthemum nummularium,wet,2,2002
B,B1,Helictotrichon pratense,wet,16,2002
B,B1,Hypericum pulchrum,wet,1,2002
B,B1,Koeleria macrantha,wet,15,2002
B,B1,Linum catharticum,wet,2,2002
B,B1,Lotus corniculatus,wet,6,2002
B,B1,Luzula campestris,wet,1,2002
B,B1,Pilosella officinarum,wet,1,2002
B,B1,Plantago lanceolata,wet,2,2002
B,B1,Potentilla erecta,wet,2,2002
B,B1,Scabiosa columbaria,wet,5,2002
B,B1,Thymus polytrichus,wet,2,2002
B,B1,Trifolium pratense,wet,3,2002
B,B1,Viola riviniana,wet,3,2002
B,B3,Agrostis,warm dry,14,2002
B,B3,Campanula rotundifolia,warm dry,5,2002
B,B3,Carex caryophyllea,warm dry,4,2002
B,B3,Carex flacca,warm dry,6,2002
B,B3,Carex panicea,warm dry,2,2002
B,B3,Festuca ovina,warm dry,80,2002
B,B3,Helictotrichon pratense,warm dry,1,2002
B,B3,Koeleria macrantha,warm dry,2,2002
B,B3,Lotus corniculatus,warm dry,19,2002
B,B3,Plantago lanceolata,warm dry,21,2002
B,B3,Potentilla erecta,warm dry,1,2002
B,B3,Sanguisorba minor,warm dry,3,2002
B,B3,Scabiosa columbaria,warm dry,3,2002
B,B5,Agrostis,warm,24,2002
B,B5,Anthoxanthum odoratum,warm,3,2002
B,B5,Calluna vulgaris,warm,9,2002
B,B5,Campanula rotundifolia,warm,2,2002
B,B5,Carex caryophyllea,warm,9,2002
B,B5,Carex flacca,warm,14,2002
B,B5,Carex panicea,warm,12,2002
B,B5,Carex pilulifera,warm,1,2002
B,B5,Carex pulicaris,warm,1,2002
B,B5,Danthonia decumbens,warm,2,2002
B,B5,Festuca ovina,warm,88,2002
B,B5,Helictotrichon pratense,warm,8,2002
B,B5,Hypericum pulchrum,warm,1,2002
B,B5,Hypochaeris radicata,warm,5,2002
B,B5,Koeleria macrantha,warm,10,2002
B,B5,Linum catharticum,warm,1,2002
B,B5,Lotus corniculatus,warm,9,2002
B,B5,Plantago lanceolata,warm,16,2002
B,B5,Polygala serpyllifolia,warm,1,2002
B,B5,Potentilla erecta,warm,7,2002
B,B5,Sanguisorba minor,warm,12,2002
B,B5,Scabiosa columbaria,warm,7,2002
B,B5,Viola riviniana,warm,1,2002
B,B6,Agrostis,control,17,2002
B,B6,Anthoxanthum odoratum,control,9,2002
B,B6,Briza media,control,6,2002
B,B6,Calluna vulgaris,control,5,2002
B,B6,Campanula rotundifolia,control,12,2002
B,B6,Carex caryophyllea,control,7,2002
B,B6,Carex flacca,control,18,2002
B,B6,Carex panicea,control,5,2002
B,B6,Danthonia decumbens,control,3,2002
B,B6,Festuca ovina,control,39,2002
B,B6,Helianthemum nummularium,control,13,2002
B,B6,Hypericum pulchrum,control,7,2002
B,B6,Hypochaeris radicata,control,1,2002
B,B6,Koeleria macrantha,control,4,2002
B,B6,Linum catharticum,control,5,2002
B,B6,Lotus corniculatus,control,39,2002
B,B6,Nardus stricta,control,2,2002
B,B6,Plantago lanceolata,control,4,2002
B,B6,Polygala serpyllifolia,control,2,2002
B,B6,Potentilla erecta,control,22,2002
B,B6,Scabiosa columbaria,control,2,2002
B,B6,Thymus polytrichus,control,7,2002
B,B6,Viola riviniana,control,3,2002
B,B7,Agrostis,dry,2,2002
B,B7,Anthyllis vulneraria,dry,2,2002
B,B7,Campanula rotundifolia,dry,2,2002
B,B7,Carex caryophyllea,dry,2,2002
B,B7,Carex flacca,dry,14,2002
B,B7,Carex panicea,dry,6,2002
B,B7,Centaurea nigra,dry,5,2002
B,B7,Danthonia decumbens,dry,5,2002
B,B7,Festuca ovina,dry,66,2002
B,B7,Helianthemum nummularium,dry,3,2002
B,B7,Helictotrichon pratense,dry,5,2002
B,B7,Hypericum pulchrum,dry,8,2002
B,B7,Hypochaeris radicata,dry,2,2002
B,B7,Koeleria macrantha,dry,5,2002
B,B7,Linum catharticum,dry,4,2002
B,B7,Lotus corniculatus,dry,5,2002
B,B7,Plantago lanceolata,dry,2,2002
B,B7,Polygala serpyllifolia,dry,3,2002
B,B7,Sanguisorba minor,dry,11,2002
B,B9,Agrostis,warm wet,28,2002
B,B9,Anthoxanthum odoratum,warm wet,9,2002
B,B9,Briza media,warm wet,1,2002
B,B9,Carex caryophyllea,warm wet,5,2002
B,B9,Carex flacca,warm wet,17,2002
B,B9,Carex panicea,warm wet,4,2002
B,B9,Centaurea nigra,warm wet,6,2002
B,B9,Dactylis glomerata,warm wet,5,2002
B,B9,Danthonia decumbens,warm wet,3,2002
B,B9,Festuca ovina,warm wet,85,2002
B,B9,Festuca rubra,warm wet,5,2002
B,B9,Helictotrichon pratense,warm wet,2,2002
B,B9,Holcus lanatus,warm wet,2,2002
B,B9,Koeleria macrantha,warm wet,21,2002
B,B9,Lotus corniculatus,warm wet,4,2002
B,B9,Plantago lanceolata,warm wet,9,2002
B,B9,Potentilla erecta,warm wet,18,2002
B,B9,Sanguisorba minor,warm wet,4,2002
C,C2,Agrostis,warm dry,34,2002
C,C2,Anthoxanthum odoratum,warm dry,9,2002
C,C2,Campanula rotundifolia,warm dry,6,2002
C,C2,Carex flacca,warm dry,8,2002
C,C2,Carex panicea,warm dry,1,2002
C,C2,Centaurea nigra,warm dry,14,2002
C,C2,Dactylis glomerata,warm dry,19,2002
C,C2,Festuca ovina,warm dry,86,2002
C,C2,Helictotrichon pratense,warm dry,2,2002
C,C2,Hypericum pulchrum,warm dry,3,2002
C,C2,Koeleria macrantha,warm dry,15,2002
C,C2,Plantago lanceolata,warm dry,5,2002
C,C2,Potentilla erecta,warm dry,2,2002
C,C2,Sanguisorba minor,warm dry,8,2002
C,C2,Viola riviniana,warm dry,3,2002
C,C3,Agrostis,control,39,2002
C,C3,Anthoxanthum odoratum,control,4,2002
C,C3,Briza media,control,3,2002
C,C3,Campanula rotundifolia,control,7,2002
C,C3,Carex caryophyllea,control,5,2002
C,C3,Carex flacca,control,16,2002
C,C3,Carex panicea,control,9,2002
C,C3,Danthonia decumbens,control,1,2002
C,C3,Deschampsia cespitosa,control,2,2002
C,C3,Festuca ovina,control,39,2002
C,C3,Helictotrichon pratense,control,12,2002
C,C3,Hypericum pulchrum,control,5,2002
C,C3,Lathyrus linifolius,control,6,2002
C,C3,Linum catharticum,control,6,2002
C,C3,Lotus corniculatus,control,4,2002
C,C3,Plantago lanceolata,control,15,2002
C,C3,Polygala serpyllifolia,control,2,2002
C,C3,Potentilla erecta,control,16,2002
C,C3,Sanguisorba minor,control,6,2002
C,C3,Scabiosa columbaria,control,1,2002
C,C3,Thymus polytrichus,control,5,2002
C,C3,Viola riviniana,control,3,2002
C,C4,Agrostis,warm wet,15,2002
C,C4,Anthoxanthum odoratum,warm wet,1,2002
C,C4,Campanula rotundifolia,warm wet,4,2002
C,C4,Carex caryophyllea,warm wet,2,2002
C,C4,Carex flacca,warm wet,11,2002
C,C4,Carex panicea,warm wet,9,2002
C,C4,Festuca ovina,warm wet,87,2002
C,C4,Helictotrichon pratense,warm wet,6,2002
C,C4,Koeleria macrantha,warm wet,25,2002
C,C4,Lotus corniculatus,warm wet,9,2002
C,C4,Plantago lanceolata,warm wet,13,2002
C,C4,Polygala serpyllifolia,warm wet,3,2002
C,C4,Potentilla erecta,warm wet,12,2002
C,C4,Sanguisorba minor,warm wet,8,2002
C,C4,Senecio jacobaea,warm wet,2,2002
C,C4,Viola riviniana,warm wet,3,2002
C,C5,Agrostis,warm,8,2002
C,C5,Anthoxanthum odoratum,warm,12,2002
C,C5,Briza media,warm,11,2002
C,C5,Campanula rotundifolia,warm,4,2002
C,C5,Carex caryophyllea,warm,6,2002
C,C5,Carex flacca,warm,13,2002
C,C5,Carex panicea,warm,5,2002
C,C5,Centaurea nigra,warm,4,2002
C,C5,Danthonia decumbens,warm,3,2002
C,C5,Festuca ovina,warm,40,2002
C,C5,Helianthemum nummularium,warm,4,2002
C,C5,Helictotrichon pratense,warm,11,2002
C,C5,Hypericum pulchrum,warm,1,2002
C,C5,Koeleria macrantha,warm,4,2002
C,C5,Linum catharticum,warm,6,2002
C,C5,Lotus corniculatus,warm,32,2002
C,C5,Plantago lanceolata,warm,4,2002
C,C5,Potentilla erecta,warm,5,2002
C,C5,Sanguisorba minor,warm,9,2002
C,C5,Thymus polytrichus,warm,10,2002
C,C5,Viola riviniana,warm,2,2002
C,C7,Agrostis,dry,3,2002
C,C7,Anthoxanthum odoratum,dry,3,2002
C,C7,Anthyllis vulneraria,dry,2,2002
C,C7,Briza media,dry,3,2002
C,C7,Campanula rotundifolia,dry,1,2002
C,C7,Carex caryophyllea,dry,2,2002
C,C7,Carex flacca,dry,5,2002
C,C7,Danthonia decumbens,dry,1,2002
C,C7,Festuca ovina,dry,158,2002
C,C7,Helianthemum nummularium,dry,2,2002
C,C7,Helictotrichon pratense,dry,8,2002
C,C7,Koeleria macrantha,dry,7,2002
C,C7,Linum catharticum,dry,1,2002
C,C7,Lotus corniculatus,dry,2,2002
C,C7,Plantago lanceolata,dry,4,2002
C,C7,Sanguisorba minor,dry,9,2002
C,C7,Scabiosa columbaria,dry,1,2002
C,C7,Thymus polytrichus,dry,11,2002
C,C8,Agrostis,wet,15,2002
C,C8,Anthoxanthum odoratum,wet,2,2002
C,C8,Briza media,wet,2,2002
C,C8,Campanula rotundifolia,wet,3,2002
C,C8,Carex caryophyllea,wet,3,2002
C,C8,Carex flacca,wet,29,2002
C,C8,Carex panicea,wet,7,2002
C,C8,Carex pulicaris,wet,15,2002
C,C8,Festuca ovina,wet,26,2002
C,C8,Galium sterneri,wet,1,2002
C,C8,Helianthemum nummularium,wet,2,2002
C,C8,Helictotrichon pratense,wet,9,2002
C,C8,Koeleria macrantha,wet,4,2002
C,C8,Lotus corniculatus,wet,5,2002
C,C8,Molinia caerulea,wet,27,2002
C,C8,Plantago lanceolata,wet,5,2002
C,C8,Potentilla erecta,wet,16,2002
C,C8,Sanguisorba minor,wet,3,2002
C,C8,Scabiosa columbaria,wet,1,2002
C,C8,Viola riviniana,wet,2,2002
D,D1,Agrostis,warm,5,2002
D,D1,Anthoxanthum odoratum,warm,6,2002
D,D1,Briza media,warm,3,2002
D,D1,Calluna vulgaris,warm,2,2002
D,D1,Campanula rotundifolia,warm,6,2002
D,D1,Carex caryophyllea,warm,21,2002
D,D1,Carex flacca,warm,17,2002
D,D1,Carex panicea,warm,2,2002
D,D1,Carex pulicaris,warm,9,2002
D,D1,Centaurea nigra,warm,10,2002
D,D1,Danthonia decumbens,warm,7,2002
D,D1,Festuca ovina,warm,28,2002
D,D1,Helianthemum nummularium,warm,2,2002
D,D1,Helictotrichon pratense,warm,3,2002
D,D1,Hypericum pulchrum,warm,1,2002
D,D1,Koeleria macrantha,warm,17,2002
D,D1,Linum catharticum,warm,2,2002
D,D1,Lotus corniculatus,warm,1,2002
D,D1,Plantago lanceolata,warm,1,2002
D,D1,Sanguisorba minor,warm,10,2002
D,D1,Scabiosa columbaria,warm,3,2002
D,D1,Thymus polytrichus,warm,3,2002
D,D3,Agrostis,control,18,2002
D,D3,Anthoxanthum odoratum,control,1,2002
D,D3,Briza media,control,6,2002
D,D3,Campanula rotundifolia,control,1,2002
